mesh2,x,y,elevation,land.area,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
513266,132.8125,34.54166667,427.32,105360712,117.35,101.985,30.97210548,8503.258029,294.83,-34.42,329.25,213.785,29.865,213.785,21.9275,1547.444,245.245,44.656,53.57051844,842.213,237.582,842.213,264.012
513267,132.9375,34.54166667,406.38,105073130,119.06,102.3983333,31.20629046,8468.675988,293.76,-34.35,328.11,215.2,32.2525,215.2,24.06,1482.995,234.182,40.413,53.33580269,804.665,224.709,804.665,252.071
513270,132.0625,34.625,651.282,105849895,105.56,101.49,31.73022418,8275.057539,277.78,-42.07,319.85,199.8425,72.995,199.8425,13.1175,2141.837,302.532,130.051,31.15655189,987.276,548.937,987.276,594.909
513271,132.1875,34.625,789.292,105229887,93.83,102.685,31.66475912,8510.766945,268.82,-55.46,324.28,190.2375,48.64,190.2375,-1.8,2191.403,314.13,118.901,34.92239435,1044.78,519.104,1044.78,578.447
513272,132.3125,34.625,538.722,103549595,108.24,105.135,32.36862549,8497.778501,285.53,-39.24,324.77,204.615,50.96,204.615,12.875,1917.674,279.767,90.599,40.77186575,957.594,400.432,957.594,449.946
513273,132.4375,34.625,432.959,106006136,115.77,103.7983333,32.07323317,8454.419203,293.21,-30.38,323.59,211.4575,40.1825,211.665,20.93,1754.891,272.664,64.536,47.89403847,909.157,315.237,909.155,361.57
513274,132.5625,34.625,422.871,103734891,117.03,103.6116667,31.8286044,8494.851015,295.42,-30.06,325.48,210.6375,29.145,213.3325,21.6375,1673.122,270.22,56.316,50.64159114,879.16,277.839,878.883,321.614
513275,132.6875,34.625,303.517,103806675,123.11,106.0816667,32.15249035,8516.759565,303.96,-25.98,329.94,220.0275,35.2625,220.0275,27.9025,1585.05,255.991,51.692,51.95829829,848.54,264.043,848.54,296.46
513276,132.8125,34.625,467.4,105585534,113.64,104.4258333,31.52454025,8620.187375,294.24,-36.99,331.23,211.57,24.6425,211.57,17.2575,1498.264,234.812,45.397,53.41231545,820.606,239.447,820.606,260.402
513277,132.9375,34.625,432.064,105467888,116.36,105.9016667,31.88792435,8601.127803,295.23,-36.88,332.11,213.8975,27.4725,213.8975,20.095,1368.617,215.883,38.763,54.22168078,752.241,212.351,752.241,231.415
513300,133.0625,34.04166667,15.57222222,26027181,156.1944444,79.40740741,27.21600608,7640.242848,308.5,16.80555556,291.6944444,222.6944444,81.88194444,243.3055556,70.75,1313.777778,205.5,37.15833333,48.98521051,672.6361111,209.475,658.1138889,246.2888889
513302,133.3125,34.04166667,39.35,907075,160.5,65.83333334,24.74937343,7331.366191,300,34,266,222.75,89.25,243.75,77.875,1164.2,205.1,33.35,51.2788478,609.35,190.45,578.3,207.7
513304,133.5625,34.04166667,70.66774194,24003209,152.7419355,77.45430108,27.05467213,7759.66575,304.4193548,18.12903226,286.2903226,217.9677419,75.91129032,241.0887097,65.57258065,1178.170968,192.9774194,32.95806452,50.38991572,608.1064516,189.7096774,584.8032258,202.5322581
513305,133.6875,34.04166667,301.566,103341940,137.49,85.51916667,28.65609801,7911.918991,296.29,-2.02,298.31,215.06,55.8075,227.3,48.305,1292.14,207.622,43.61,48.16797482,660.164,222.818,652.238,229.543
513306,133.8125,34.04166667,418.474,103589726,125.71,94.37666667,30.34774542,8139.476694,291.16,-19.69,310.85,217.9,34.17,217.9,33.895,1351.846,230.214,51.809,51.27962824,723.186,231.244,723.186,231.288
513307,133.9375,34.04166667,364.387,101611347,128.09,102.5933333,32.27738002,8173.397824,296.86,-20.9,317.76,220.9575,42.98,220.9575,36.2725,1401.13,249.799,48.25,57.19534361,789.709,216.611,789.709,221.717
513310,133.0625,34.125,54.765,27718519,151.5,76.32916667,26.25666246,7450.533421,308.3,17.6,290.7,204.25,80.225,236.5875,68.4,1198.59,190.3375,37.1125,46.67275555,604.945,206.7875,582.9325,236.95
513311,133.1875,34.125,28.9,1332423,157.875,66.875,24.36376748,7288.273484,302.875,28.375,274.5,214.25,89.25,241,76.625,1191.575,188.3,35.5375,48.07149626,605.2625,193.075,588.325,230.5875
513312,133.3125,34.125,44.03333333,138475,161.6666667,54.66666667,21.23864851,7021.391478,299,41.66666667,257.3333333,211.75,97.5,241.6666667,83.58333333,1171.033333,177.7,33.5,46.08088625,581.9333333,197.2,572.4333333,234.8
513313,133.4375,34.125,28.53333333,138509,160.6666667,61.33333334,23.34628335,7287.249481,296.6666667,34,262.6666667,222.3333333,91.91666667,243.8333333,79.25,1168.466667,169.9333333,32.06666667,46.50433557,588.4333333,197.7,576.2666667,222.2333333
513314,133.5625,34.125,53.1,990878,160,69.11111111,25.07034241,7458.664394,303,27.33333333,275.6666667,222.5833333,87.83333333,244.5833333,75.91666667,1040.966667,159.4,29.6,46.90023427,526.9666667,185.8666667,502.2333333,190.7
513315,133.6875,34.125,46.01041667,90658562,152.9791667,88.07291667,28.95604705,7902.430529,314.2708333,10.32291667,303.9479167,220.4505208,69.81510417,243.1171875,64.3984375,1094.629167,178.60625,30.728125,49.64693104,564.5010417,186.6552083,538.165625,189.834375
513316,133.8125,34.125,254.388,104215078,136.95,99.24,31.39613562,8165.501891,304.83,-11.24,316.07,220.5875,54.5525,230.0375,45.435,1293.303,199.149,45.32,48.05578127,663.903,222.765,660.082,229.958
513317,133.9375,34.125,471.06,105487104,121.95,99.89333333,31.37712051,8294.492775,291.62,-26.73,318.35,216.19,36.7575,216.4075,28.97,1406.64,216.125,47.762,51.27644262,753.772,225.193,753.727,232.667
513320,133.0625,34.20833333,79.6025641,57064405,149.5641026,73.41239316,25.44871603,7433.369295,305.0641026,16.62820513,288.4358974,206.8429487,78.50641026,234.3012821,66.48717949,1149.964103,188.8705128,32.83461538,48.78233434,589.25,192.4076923,572.7217949,220.1705128
513321,133.1875,34.20833333,29.7826087,7855267,153.8695652,70.03623188,24.73518169,7347.167,305.5652174,22.43478261,283.1304348,208.2391304,84.29347826,237.6956522,71.92391304,1106.069565,179.9043478,31.72173913,48.23517641,563.1086957,184.3,545.2826087,214.073913
513322,133.3125,34.20833333,51.09333333,3301251,158.8,59.29444444,22.44017055,7094.831137,299.6,35.46666667,264.1333333,207.4333333,93.43333333,239.8166667,80,1135.846667,175.9066667,34.08,45.82219538,564.4533333,194.6866667,551.2,231.3666667
513324,133.5625,34.20833333,51.68,7885035,155.1333333,76.28333333,26.30647502,7583.156803,309.5333333,19.53333333,290,219.45,81.45,241.7166667,70.15,1089.853333,165.7933333,31.46666667,47.56227288,554.2466667,185.5933333,532.9466667,199.3
513325,133.6875,34.20833333,60.30217391,83260097,153.1413043,83.95108696,27.86915363,7800.841152,312.7608696,11.65217391,301.1086957,219.2581522,70.73097826,242.2554348,65.79891304,1071.881522,169.0663043,32.06847826,47.86711844,545.8663043,185.9532609,527.4108696,188.576087
513326,133.8125,34.20833333,95.697,101134333,148.39,93.43583333,29.86068044,8071.205596,314.23,1.41,312.82,216.1325,62.38,240.68,58.185,1099.121,188.422,32.449,51.37852323,573.287,183.637,559.48,184.776
513327,133.9375,34.20833333,154.379,102883622,142.2,99.71916667,31.43277236,8174.288602,310.87,-6.37,317.24,213.7275,59.8025,235.715,50.9175,1159.544,190.941,37.356,51.9004935,611.472,188.191,601.954,195.28
513330,133.0625,34.29166667,73.70972222,52470946,147.0972222,78.25810185,26.56575465,7656.673998,303.1527778,8.597222222,294.5555556,209.4027778,72.53819444,234.3402778,61.34722222,1121.9875,193.7736111,29.13472222,52.37803764,591.3069444,175.95,571.1333333,204.2930556
513331,133.1875,34.29166667,58.78026316,52026280,149.6578947,76.71052632,26.02075532,7661.990287,305.9078947,11.23684211,294.6710526,212.9539474,75.47039474,237.1019737,63.98026316,1082.384211,180.6210526,29.75,49.5253203,556.3513158,176.1855263,539.5986842,203.2210526
513332,133.3125,34.29166667,18.1,53169,152.3333333,75.38888889,26.39212081,7560.21676,301,15.33333333,285.6666667,211.3333333,79.16666667,238.5833333,67.66666667,1075.8,180.7333333,29.1,50.70579521,558.5666667,171.4,537.9,202.9666667
513333,133.4375,34.29166667,36.15,499729,158,70.625,25.26828384,7533.307153,305,25.5,279.5,220.5,85.875,244.25,74,1047.25,165.95,30.6,46.90279285,528.05,178.3,512.85,207.3
513334,133.5625,34.29166667,39.325,5105861,157.35,75.0625,26.16696867,7620.067082,309.05,22.2,286.85,221.8,83.7875,244.65,72.3625,1072.08,163.425,30.54,47.29167463,543.43,182.22,528.66,199.995
513335,133.6875,34.29166667,39.33666667,11550118,155.7333333,78.66388889,26.94647417,7746.928839,309.7666667,17.83333333,291.9333333,221.3666667,80.25833333,244.45,69.30833333,1078.92,165.7166667,30.91,48.67960882,555.0866667,179.3333333,535.3566667,194.0833333
513336,133.8125,34.29166667,18.75747126,76957738,155.3333333,85.61111111,28.1066982,7980.558507,316.5632184,12.04597701,304.5172414,223.4741379,76.41954023,246.6781609,66.26724138,1088.598851,170.162069,31.30689655,50.52085994,568.2045977,174.5425287,550.5965517,184.7149425
513337,133.9375,34.29166667,90.844,100858246,148.26,90.11583333,29.1954515,8046.601273,310.09,1.58,308.51,217.1375,67.7475,240.165,58.165,1122.883,181.885,32.963,51.76358541,589.96,177.955,578.262,185.456
513340,133.0625,34.375,77.75052632,83479088,143.7578947,85.69298246,28.1044569,7879.363032,303.0526316,-1.715789474,304.7684211,209.8184211,65.82105263,233.5921053,55.50526316,1207.872632,207.4378947,26.11052632,56.17741831,655.3326316,164.0684211,635.0052632,196.76
513341,133.1875,34.375,51.83924051,55243174,146.9873418,85.48945148,28.04089978,7936.742844,307.2658228,2.455696203,304.8101266,213.8481013,68.53164557,237.6550633,58.23417722,1129.068354,195.5012658,26.80379747,54.73885625,606.2329114,164.7810127,582.3443038,195.6012658
513342,133.3125,34.375,80.22105263,55990598,147.7894737,84.54166667,27.71034795,7954.282638,309.4605263,4.552631579,304.9078947,215.2269737,69.19078947,238.6743421,58.77302632,1076.753947,177.8934211,28.39736842,50.4783044,560.8657895,173.2105263,545.7789474,196.9763158
513343,133.4375,34.375,40.83809524,6098856,152.952381,78.18253968,26.61409211,7806.278318,307.7142857,14.14285714,293.5714286,218.8214286,76.77380952,242.2142857,65.64285714,1047.409524,169.1904762,29.61428571,48.24610595,536.1142857,176.7190476,520.1952381,200.9952381
513344,133.5625,34.375,40.46097561,14023384,154.0731707,77.72764228,26.4359924,7783.736129,310.804878,16.7804878,294.0243902,220.0304878,78.26829268,243.2987805,67.21341463,1039.717073,164.8243902,29.64146341,48.11986767,533.9268293,174.5756098,514.5536585,198.195122
513345,133.6875,34.375,54.29736842,16455107,152.3947368,78.02850877,26.66646303,7856.437028,306.1578947,13.52631579,292.6315789,219.0855263,75.32236842,242.2039474,64.56578947,1056.610526,166.4552632,29.24736842,49.54739425,550.2947368,170.4631579,527.85,193.4736842
513346,133.8125,34.375,19.76666667,15966967,153.4666667,80.78333333,27.44828278,7851.717017,308.0666667,13.75555556,294.3111111,220.4944444,76.42777778,243.4111111,65.90555556,1061.968889,165.2422222,29.62222222,50.50520444,557.8577778,166.6444444,532.8933333,185.6422222
513347,133.9375,34.375,110.1537037,47566200,148.537037,83.31790123,27.84777218,7967.729515,305,5.814814815,299.1851852,216.9861111,69.73611111,239.4907407,59.32407407,1122.455556,172.0037037,30.5,51.41480807,591.4555556,172.65,575.6259259,189.7796296
513350,133.0625,34.45833333,283.662,105877208,128.93,96.01583333,30.31329012,8199.342651,292.6,-24.05,316.65,206.44,46.0525,222.3425,36.995,1396.819,226.548,34.146,54.4467655,748.782,197.756,742.569,230.246
513351,133.1875,34.45833333,140.009,103859739,139.37,98.81833333,30.66672881,8261.414759,307.6,-14.51,322.11,211.3675,56.1275,233.8525,47.16,1223.948,203.717,26.785,55.98995555,664.922,165.714,652.631,195.879
513352,133.3125,34.45833333,92.18,99348873,144.54,95.42416667,29.86338561,8297.123556,313.54,-5.91,319.45,215.84,61.0625,239.3725,51.7875,1107.171,183.226,26.852,53.31207049,591.345,165.529,580.708,188.375
513353,133.4375,34.45833333,17.21176471,68328472,151.5411765,90.74019608,28.71647057,8295.931876,318.5058824,2.588235294,315.9176471,222.5617647,68.31764706,246.1441176,58.58823529,1031.9,169.8117647,26.65294118,51.31574425,544.5035294,164.0047059,530.0364706,185.04
513354,133.5625,34.45833333,45.57692308,37001352,149.9807692,87.71794872,28.21809649,8194.168217,313.9615385,3.173076923,310.7884615,220.2980769,68.07211538,243.4615385,58.14423077,1030.042308,166.0615385,25.45961538,51.5148986,545.7038462,159.7980769,524.5653846,182.2615385
513355,133.6875,34.45833333,4.783333333,10047028,152.9166667,83.17013889,27.90050899,8009.769182,307.6666667,9.541666667,298.125,221.4270833,73.22916667,244.28125,63.14583333,1014.470833,164.8166667,25.175,51.50466092,537.4208333,157.3,515.6916667,182.8666667
513356,133.8125,34.45833333,51.71549296,52436149,150.9014085,79.73474178,26.93930026,7920.366183,306.6056338,10.64788732,295.9577465,218.4647887,72.53521127,241.2394366,62.09859155,1051.766197,163.4521127,26.01971831,51.03476107,552.9014085,160.9140845,539.4323944,184.7521127
513357,133.9375,34.45833333,47.83606557,41717181,151.8032787,76.54371585,26.11826088,7888.654228,305.8688525,12.78688525,293.0819672,218.75,74.17622951,241.7459016,63.39754098,1059.067213,162.557377,26.27540984,51.62993832,557.9278689,158.7377049,545.3852459,183.4295082
513360,133.0625,34.54166667,401.334,105698803,120.41,102.7041667,31.42649784,8470.354561,292.27,-34.51,326.78,216.5175,33.495,216.5175,25.3575,1460.552,224.679,39.961,51.38062799,776.943,226.677,776.943,247.273
513361,133.1875,34.54166667,221.341,104702479,132.67,105.8466667,32.06441305,8440.818563,305.8,-24.3,330.1,213.9975,46.305,228.695,38.1625,1327.401,210.384,30.918,54.44802848,713.383,183.25,707.741,211.005
513362,133.3125,34.54166667,78.281,101288243,143.91,105.1983333,31.74527276,8481.67642,317.74,-13.62,331.36,217.4875,57.5175,240.7025,49.14,1159.424,195.418,26.613,55.83610996,633.987,159.881,607.084,188.593
513363,133.4375,34.54166667,66.628,104630765,145.65,99.94833333,30.59318411,8465.412488,316.42,-10.22,326.64,218.905,59.6475,242.2,50.8725,1083.281,185.219,24.143,56.0980906,593.216,151.455,561.301,181.324
513364,133.5625,34.54166667,102.419,104855934,144.07,93.65666667,29.48494201,8343.719804,310.81,-6.77,317.58,216.245,59.66,239.1275,50.465,1081.886,178.965,23.266,55.23671478,590.68,151.246,560.789,179.91
513365,133.6875,34.54166667,17.89387755,86841544,150.7959184,87.78911565,28.52930511,8189.337656,311.2346939,3.540816327,307.6938776,221.4387755,68.3877551,244.1403061,58.93877551,1052.976531,170.9173469,24.26734694,53.47299919,566.822449,153.8020408,542.9408163,182.2714286
513366,133.8125,34.54166667,59.498,103961772,148.86,84.9025,28.14247969,8006.006796,307.95,6.33,301.62,217.8225,68.95,240.205,59.05,1055.231,165.408,25.882,51.78502381,558.392,158.758,547.484,185.396
513367,133.9375,34.54166667,47.6,85710162,149.6041667,81.52083333,27.42197157,7914.01116,306.3229167,9.09375,297.2291667,217.328125,71.28385417,239.90625,60.90364583,1048.0625,162.053125,25.57395833,52.04760306,555.1125,156.940625,543.5302083,181.340625
513370,133.0625,34.625,418.92,104651394,117.86,105.9083333,31.95592087,8582.918226,294.93,-36.49,331.42,215.19,29.285,215.19,21.6975,1343.659,213.532,37.406,52.97175308,724.651,208.237,724.651,228.593
513371,133.1875,34.625,386.324,104259453,120.87,105.735,32.1578002,8489.228936,295.36,-33.44,328.8,211.9875,33.6,217.21,25.6325,1447.255,221.583,40.72,51.09426545,762.046,225.67,761.31,247.658
513372,133.3125,34.625,321.727,105712539,125.14,105.9033333,32.23049249,8462.362611,298.13,-30.45,328.58,200.98,38.16,221.1725,30.105,1406.052,217.193,37.218,52.53944957,748.11,209.632,730.972,236.105
513373,133.4375,34.625,204.187,104464090,133.61,105.345,31.85415066,8502.714862,306.62,-24.09,330.71,207.815,46.5625,230.4875,38.48,1259.633,205.665,25.434,57.52452903,695.688,162.914,672.244,198.041
513374,133.5625,34.625,152.271,103163364,137.04,101.045,31.1140549,8405.851093,306.6,-18.12,324.72,210.3325,51.395,232.9775,43.065,1216.577,195.765,22.901,57.41138467,669.9,154.201,657.324,187.753
513375,133.6875,34.625,81.408,96642197,142.53,96.375,30.47492339,8292.415285,308.25,-7.93,316.18,214.9475,58.29,237.185,49.735,1135.753,179.504,24.428,55.17395429,618.356,153.012,597.92,182.825
513376,133.8125,34.625,28.166,104812801,147.89,91.68416667,29.56998358,8193.977873,311.26,1.22,310.04,219.085,65.0625,241.365,56.0825,1079.194,171.808,25.924,53.57889042,581.949,153.692,559.778,181.523
513377,133.9375,34.625,7.325,90093086,152.26,87.70416667,28.50809016,8188.300137,313.27,5.6,307.67,223.155,70.0225,245.605,60.46,1065.752,171.856,24.849,54.34595551,578.194,151.18,554.22,178.916
513400,134.0625,34.04166667,276.409,100593385,133.72,102.1783333,32.20892999,8043.604555,303.66,-13.5,317.16,225.305,51.495,225.305,43.4225,1316.481,236.351,40.597,59.53280803,754.353,187.913,754.353,197.773
513401,134.1875,34.04166667,259.346,97189391,137.06,100.6508333,31.67413064,8019.057128,307.38,-10.32,317.7,228.2025,52.3475,228.2025,46.83,1358.92,263.121,30.218,64.16858696,797.752,173.87,797.752,178.635
513402,134.3125,34.04166667,227.046,97154515,139.63,96.83416667,31.07109161,7990.732405,304.78,-6.83,311.61,230.37,53.4525,230.37,49.5375,1577.107,314.307,32.526,66.21984702,933.164,187.586,933.164,191.197
513403,134.4375,34.04166667,112.767,103044085,147.68,93.155,30.67715533,7926.668532,307.6,3.99,303.61,237.6975,59.9625,237.6975,58.2625,1664.832,322.071,37.357,62.83985675,960.12,210.714,960.12,210.909
513404,134.5625,34.04166667,28.85180723,73105022,157.686747,81.75502008,28.02642553,7782.34089,310.6746988,19.02409639,291.6506024,245.8012048,69.66566265,245.8012048,69.66566265,1597.583133,295.5216867,39.46024096,58.16979516,881.2012048,220.5421687,881.2012048,220.5421687
513405,134.6875,34.04166667,3.533333333,1450527,160.6666667,75,27.11009049,7536.658614,302.6666667,26,276.6666667,245.5833333,75.08333333,245.5833333,75.08333333,1651.466667,298.6666667,41.16666667,57.36244968,905.1666667,231.7,905.1666667,231.7
513410,134.0625,34.125,579.761,106216379,115.48,97.26583333,30.83680948,8288.622853,282.43,-32.99,315.42,209.6625,24.05,209.6625,22.2525,1373.071,235.365,39.221,57.2067421,769.331,196.553,769.331,197.473
513411,134.1875,34.125,389.834,105390864,126.07,96.0275,30.92880287,8149.478491,289.76,-20.67,310.43,218.735,37.765,218.735,34.3975,1382.941,263.31,31.726,61.41431647,784.015,181.072,784.015,183.601
513412,134.3125,34.125,202.384,100975539,138.21,93.27083333,30.6077367,8032.183398,299.16,-5.41,304.57,229.65,52.9675,229.65,47.945,1406.344,275.054,27.403,62.73379232,797.744,175.416,797.744,179.566
513413,134.4375,34.125,67.506,94420751,149.52,89.24833333,29.66760926,7968.499049,308,7.33,300.67,240.165,63.39,240.165,59.8575,1385.531,261.951,32.749,58.60999775,757.459,191.539,757.459,192.54
513414,134.5625,34.125,4.788421053,78823542,158.1263158,80.90964912,27.59484232,7758.492611,313.1368421,20,293.1368421,246.1789474,70.61578947,246.1789474,70.61578947,1358.530526,249.0978947,35.92947368,54.64258014,713.02,204.0221053,713.02,204.0221053
513415,134.6875,34.125,3.45,511022,159,76.70833333,26.77433602,7662.455965,309.5,23,286.5,245.75,83.125,245.75,72.375,1283.9,233.45,34.85,53.00063305,656.85,202.55,656.85,203
513416,134.8125,34.125,39.56,1469162,161.2,68.38333333,25.12345877,7386.440231,304.4,32.2,272.2,223.55,89.1,244.9,77.6,1373.82,231.32,37.18,50.78801173,696.56,214.78,677.6,220.52
513420,134.0625,34.20833333,207.355,103687598,139.48,97.6225,31.18412313,8130.131912,306.01,-6.99,313,215.8225,57.8925,232.3775,48.5725,1212.028,197.225,36.765,53.86948586,651.581,182.648,643.07,197.681
513421,134.1875,34.20833333,300.675,105438371,135.04,90.89166667,29.68569977,8041.270752,297.2,-8.94,306.14,220.4025,50.4025,226.6375,44.72,1291.062,228.808,33.225,56.57843626,705.882,187.045,704.118,193.801
513422,134.3125,34.20833333,203.768,104997991,142.19,85.55,28.51444664,7908.611234,300.3,0.32,299.98,225.345,53.4675,231.9475,53.0475,1274.623,242.302,27.777,59.31386193,703.103,174.456,700.271,174.506
513423,134.4375,34.20833333,157.5097222,69612285,146.2638889,80.29398148,27.240618,7835.526356,300.7361111,6,294.7361111,232.8020833,57.64930556,234.96875,57.64930556,1288.180556,248.2444444,29.13194444,58.51004118,698.2944444,180.4736111,697.5347222,180.4736111
513424,134.5625,34.20833333,96.23023256,75503512,151.9767442,76.72286822,26.48818917,7719.721337,305.1511628,15.5,289.6511628,228.5959302,70.02034884,239.5116279,64.74418605,1252.286047,226.6825581,33.62906977,52.83186033,644.155814,197.9209302,641.2186047,198.572093
513425,134.6875,34.20833333,30.51162791,25756669,158.1395349,77.84302326,26.91997082,7706.286351,310.3953488,21.25581395,289.1395349,228.2965116,82.08139535,245.6046512,71.1627907,1267.172093,213.6302326,36.04651163,50.14673516,639.9837209,204.7046512,634.1255814,206.9162791
513426,134.8125,34.20833333,184.9446429,46828675,149.5178571,73.46577381,25.85972298,7672.999112,298.6071429,14.67857143,283.9285714,231.7946429,73.21428571,236.3794643,62.60267857,1399.744643,232.8017857,39.16607143,49.77582916,704.9732143,224.4982143,703.7410714,227.2607143
513427,134.9375,34.20833333,76.76666667,1063563,152.3333333,73.47222222,25.81059314,7633.786324,302.6666667,18,284.6666667,217.25,77.25,238.75,65.91666667,1475.066667,243.7333333,40.93333333,49.14278115,737.9,241.4,730.9666667,241.7333333
513430,134.0625,34.29166667,34.521,101044935,153.75,89.45166667,29.11102529,8051.223106,314.81,7.57,307.24,221.405,73.5,245.6875,63.5475,1097.406,187.335,31.969,53.34202984,583.656,169.254,564.584,182.001
513431,134.1875,34.29166667,50.74,101476907,152,87.1075,28.76077213,7897.541488,310.64,7.8,302.84,218.7625,73.455,241.8375,63.14,1085.376,195.738,28.477,56.52903219,586.158,155.251,569.243,165.478
513432,134.3125,34.29166667,47.27692308,26743690,152.4871795,82.65598291,27.79276926,7823.946902,307.2564103,9.871794872,297.3846154,218.7564103,72.60897436,241.1346154,64.08974359,1052.589744,199.0435897,25.03333333,59.12765952,578.9461538,146.5589744,557.2153846,150.8538462
513433,134.4375,34.29166667,49.9,1244330,155.3333333,77.61111111,27.04299602,7724.786141,303,16,287,220.4166667,67.66666667,242.5,67.66666667,1110.833333,205.4666667,30.1,54.43704983,589.2333333,175.1333333,567.3,175.1333333
513434,134.5625,34.29166667,20.5,74444,158,76.20833333,26.92923201,7681.586508,304,21,283,223.375,82,244.875,71,1180.2,197.75,33.9,49.90610862,601.2,195.35,579.65,198.75
513435,134.6875,34.29166667,64.77777778,63102419,154.8194444,81.21875,27.44553654,7837.161311,310.7361111,14.81944444,295.9166667,221.9375,77.21875,243.8958333,66.5,1179.934722,189.1138889,36.34305556,48.35033056,595.1319444,196.4597222,569.7333333,199.5430556
513436,134.8125,34.29166667,133.992,104195065,152.55,78.205,26.63332989,7794.430148,308.67,15.18,293.49,225.4625,74.8075,240.97,64.4825,1368.652,222.002,40.761,48.31804825,685.809,226.95,679.182,230.37
513437,134.9375,34.29166667,148.1982456,48611842,149.8070175,72.0380117,25.29893038,7684.908574,299.877193,15.14035088,284.7368421,215.2719298,74.05701754,236.627193,62.65789474,1458.335088,232.7561404,41.93859649,48.06098727,730.6333333,242.1157895,708.5175439,247.4649123
513440,134.0625,34.375,29.09830508,35707547,153.9152542,85.05084746,28.27262965,8044.923226,309.2711864,8.389830508,300.8813559,223.0677966,73.94491525,245.5211864,63.65254237,1099.50339,173.6711864,30.25423729,51.89495796,580.559322,169.7,563.4254237,185.8677966
513441,134.1875,34.375,48.86346154,30764234,152.4615385,83.20192308,28.05337117,7850.738663,306.4230769,9.865384615,296.5576923,219.8653846,74.88942308,241.7836538,64.23076923,1087.344231,176.5788462,29.28269231,52.58960356,575.7519231,165.1346154,557.7730769,181.4365385
513442,134.3125,34.375,45,1381256,153.5,80.6875,27.82478765,7733.792695,302.5,12.5,290,219.375,77.0625,241.0625,66.125,1049.575,176.1,28.775,53.36872572,556.3,160.575,529.05,175.075
513445,134.6875,34.375,11.1125,3718124,156.875,79.32291667,27.17730946,7806.791835,308.75,16.875,291.875,223.3125,80,245.5,68.84375,1143.675,188.025,35.625,48.47792847,575.25,194.025,548.5,196.3
513446,134.8125,34.375,89.53541667,98244195,152.0520833,77.92274306,26.50481875,7789.829897,307.7708333,13.80208333,293.96875,218.421875,74.84114583,240.3411458,64.03645833,1256.9,199.671875,39.5875,46.98982958,626.8104167,214.978125,601.4166667,220.9083333
513447,134.9375,34.375,52.47826087,19519344,154.6086957,74.19202899,25.58637208,7785.119755,307.2608696,17.39130435,289.8695652,220.7173913,77.64130435,242.5108696,66.35869565,1344.678261,208.0217391,41.52608696,46.65727741,670.4956522,228.5652174,637.6434783,238.0695652
513450,134.0625,34.45833333,49.33191489,20687570,151.893617,78.76595745,26.96599252,7841.647612,303.4042553,11.31914894,292.0851064,218.5106383,74.41489362,241.0319149,63.73404255,1035.823404,161.4808511,26.68723404,52.2969612,553.1553191,157.0468085,524.2531915,179.7085106
513451,134.1875,34.45833333,60.96078431,33268517,151.5490196,79.7124183,27.00702001,7783.249812,306.4313725,11.2745098,295.1568627,217.4460784,75.00980392,239.9313725,63.8872549,1094.956863,173.2941176,26.95882353,53.0593033,586.9862745,161.5235294,563.454902,184.8137255
513452,134.3125,34.45833333,102.8193548,42188111,149.3225806,78.56451613,26.69759138,7692.676613,305.3064516,11.08064516,294.2258065,214.3467742,73.97177419,236.5483871,62.5483871,1147.648387,192.6258065,26.68870968,54.42528899,617.8032258,165.4467742,601.9419355,186.9048387
513456,134.8125,34.45833333,58.56415094,47503659,153.3396226,79.79716981,27.00875011,7824.070049,308.2641509,12.83018868,295.4339623,219.6886792,76.78773585,242.2264151,65.22169811,1176.381132,180.3773585,37.46037736,46.71484351,592.4962264,199.1641509,564.2698113,210.2301887
513457,134.9375,34.45833333,125.3490909,49974711,148.2545455,76.07575758,25.89878442,7819.866109,302.9636364,9.345454545,293.6181818,214.65,71.82272727,237.0409091,60.07272727,1237.952727,188.56,39.38181818,45.99740737,618.7454545,212.4690909,591.3163636,222.0127273
513460,134.0625,34.54166667,35.61481481,13788323,149.8518519,81.37345679,27.50545162,7893.045541,303.8148148,8,295.8148148,217.25,71.84259259,239.7962963,61.30555556,1024.237037,159.8111111,24.95555556,52.78716309,548.1851852,153.4185185,527.0962963,175.8851852
513461,134.1875,34.54166667,93.325,21748080,150.09375,80.609375,27.18599225,7794.078796,306.0625,9.53125,296.53125,216.1328125,73.4296875,238.671875,62.3828125,1092.31875,171.371875,26.671875,52.80091704,584.515625,162.296875,563.371875,184.35625
513462,134.3125,34.54166667,271.8353846,56114246,139.4461538,75.77179487,25.8868654,7809.696763,292.7538462,0.123076923,292.6307692,205.5307692,62.55,227.75,51.07692308,1144.532308,189.9323077,26.51846154,53.75230966,613.2030769,168.7938462,602.0046154,188.7369231
513466,134.8125,34.54166667,55.56666667,1410216,154,75.55555556,26.23536519,7740.91533,304,16,288,219.5,79,242.25,67.16666667,1190.833333,178.3333333,37.6,46.11541413,597.8,202.7,567.5333333,216
513467,134.9375,34.54166667,133.9753425,65453547,149.2876712,71.05593607,24.61504791,7712.081664,302.3424658,13.68493151,288.6575342,214.3938356,74.18493151,236.5890411,62.09589041,1248.517808,185.6972603,38.27534247,45.78623108,621.5465753,208.3342466,598.3561644,225.3671233
