"species","japanese.name","family","order","mesh2","latitude","longitude","Category","pre-1949","1950-1959","1960-1969","1970-1979","1980-1989","1990-1999","2000-2009","2010-","unknown"
"sp47","JP47","family47","order47",483054,32.45833333,130.5625,"nat.",,,,,,5,,,
"sp47","JP47","family47","order47",483055,32.45833333,130.6875,"nat.",,,,,,,1,,
"sp48","JP48","family48","order48",362337,24.29166667,123.9375,"nat.",,,,,,,,2,
"sp48","JP48","family48","order48",362346,24.375,123.8125,"nat.",,,,,,1,,3,
"sp48","JP48","family48","order48",362441,24.375,124.1875,"nat.",,,,,,3,,,
"sp48","JP48","family48","order48",372501,24.70833333,125.1875,"nat.",,,,,,,1,,
"sp48","JP48","family48","order48",372512,24.79166667,125.3125,"nat.",,,,,,1,2,,2
"sp48","JP48","family48","order48",392715,26.125,127.6875,"nat.",,,,,1,,,1,3
"sp48","JP48","family48","order48",392757,26.45833333,127.9375,"nat.",,,,,2,1,,,4
"sp48","JP48","family48","order48",392771,26.625,127.1875,"nat.",,,,,,,1,,
"sp48","JP48","family48","order48",404241,27.04166667,142.1875,"nat.",,,,,,,,,1
"sp48","JP48","family48","order48",412847,27.70833333,128.9375,"nat.",,,,,,,,,1
"sp48","JP48","family48","order48",422933,28.29166667,129.4375,"nat.",,,,,,,,,1
"sp48","JP48","family48","order48",473003,31.375,130.4375,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",473024,31.54166667,130.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",473042,31.70833333,130.3125,"nat.",,,,,3,,,,
"sp48","JP48","family48","order48",473045,31.70833333,130.6875,"nat.",,,,,,,6,1,
"sp48","JP48","family48","order48",473140,31.70833333,131.0625,"nat.",,,,,1,2,,,
"sp48","JP48","family48","order48",473150,31.79166667,131.0625,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",473151,31.79166667,131.1875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",473170,31.95833333,131.0625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",483002,32.04166667,130.3125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",483004,32.04166667,130.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",483006,32.04166667,130.8125,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",483012,32.125,130.3125,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",483020,32.20833333,130.0625,"nat.",,,,,,,1,,
"sp48","JP48","family48","order48",483026,32.20833333,130.8125,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",483027,32.20833333,130.9375,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",483036,32.29166667,130.8125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",483037,32.29166667,130.9375,"nat.",,,,,,2,,,
"sp48","JP48","family48","order48",483054,32.45833333,130.5625,"nat.",,,,,,9,1,,
"sp48","JP48","family48","order48",483055,32.45833333,130.6875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",483056,32.45833333,130.8125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",483065,32.54166667,130.6875,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",483074,32.625,130.5625,"nat.",,,,,,,,1,
"sp48","JP48","family48","order48",483075,32.625,130.6875,"nat.",,,,,,,1,1,
"sp48","JP48","family48","order48",483076,32.625,130.8125,"nat.",,,,,,,3,,
"sp48","JP48","family48","order48",483114,32.125,131.5625,"nat.",,,,,1,1,,,
"sp48","JP48","family48","order48",483175,32.625,131.6875,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",492937,32.95833333,129.9375,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",492977,33.29166667,129.9375,"nat.",,,,,,,12,,
"sp48","JP48","family48","order48",493005,32.70833333,130.6875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",493006,32.70833333,130.8125,"nat.",,,,,,,27,,
"sp48","JP48","family48","order48",493014,32.79166667,130.5625,"nat.",,,,,2,,1,,
"sp48","JP48","family48","order48",493015,32.79166667,130.6875,"nat.",,,,,2,,3,,
"sp48","JP48","family48","order48",493016,32.79166667,130.8125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",493020,32.875,130.0625,"nat.",,,,,,,4,,
"sp48","JP48","family48","order48",493034,32.95833333,130.5625,"nat.",,,,,,,9,,
"sp48","JP48","family48","order48",493035,32.95833333,130.6875,"nat.",,,,,,,15,,
"sp48","JP48","family48","order48",493036,32.95833333,130.8125,"nat.",,,,,,,27,,
"sp48","JP48","family48","order48",493045,33.04166667,130.6875,"nat.",,,,,1,,12,,
"sp48","JP48","family48","order48",493053,33.125,130.4375,"nat.",,,,,1,,,1,
"sp48","JP48","family48","order48",493054,33.125,130.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",493064,33.20833333,130.5625,"nat.",,,,,1,8,,,
"sp48","JP48","family48","order48",493071,33.29166667,130.1875,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",493073,33.29166667,130.4375,"nat.",,,,,,,,1,
"sp48","JP48","family48","order48",493105,32.70833333,131.6875,"nat.",,,,,,4,,,
"sp48","JP48","family48","order48",493136,32.95833333,131.8125,"nat.",,,,,,6,,,
"sp48","JP48","family48","order48",493154,33.125,131.5625,"nat.",,,,,,,,2,
"sp48","JP48","family48","order48",493155,33.125,131.6875,"nat.",,,,,,,12,,
"sp48","JP48","family48","order48",493164,33.20833333,131.5625,"nat.",,,,,3,2,192,,
"sp48","JP48","family48","order48",493165,33.20833333,131.6875,"nat.",,,,,,2,5,,
"sp48","JP48","family48","order48",493171,33.29166667,131.1875,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",493226,32.875,132.8125,"nat.",,,,,,10,,,
"sp48","JP48","family48","order48",503000,33.375,130.0625,"nat.",,,,,,,6,,
"sp48","JP48","family48","order48",503004,33.375,130.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",503005,33.375,130.6875,"nat.",,,,,,,20,,
"sp48","JP48","family48","order48",503006,33.375,130.8125,"nat.",,,,,,,5,,
"sp48","JP48","family48","order48",503014,33.45833333,130.5625,"nat.",,,,,4,,,,
"sp48","JP48","family48","order48",503022,33.54166667,130.3125,"nat.",,,,,,,,1,
"sp48","JP48","family48","order48",503023,33.54166667,130.4375,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",503032,33.625,130.3125,"nat.",,,,,,,11,10,
"sp48","JP48","family48","order48",503033,33.625,130.4375,"nat.",,,,,,,3,10,
"sp48","JP48","family48","order48",503034,33.625,130.5625,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",503036,33.625,130.8125,"nat.",,,,,2,,,1,
"sp48","JP48","family48","order48",503053,33.79166667,130.4375,"nat.",,,,,,,,3,
"sp48","JP48","family48","order48",503057,33.79166667,130.9375,"nat.",,,,,,,4,5,
"sp48","JP48","family48","order48",503065,33.875,130.6875,"nat.",,,,,,,,1,
"sp48","JP48","family48","order48",503105,33.375,131.6875,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",503115,33.45833333,131.6875,"nat.",,,,,,,2,,
"sp48","JP48","family48","order48",503121,33.54166667,131.1875,"nat.",,,,,3,,,,
"sp48","JP48","family48","order48",503122,33.54166667,131.3125,"nat.",,,,,,,4,2,
"sp48","JP48","family48","order48",503125,33.54166667,131.6875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",503131,33.625,131.1875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",503133,33.625,131.4375,"nat.",,,,,,,1,1,
"sp48","JP48","family48","order48",503140,33.70833333,131.0625,"nat.",,,,,,,,1,
"sp48","JP48","family48","order48",503171,33.95833333,131.1875,"nat.",,,,,5,,,,
"sp48","JP48","family48","order48",503204,33.375,132.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",503224,33.54166667,132.5625,"nat.",,,,,2,,412,,
"sp48","JP48","family48","order48",503233,33.625,132.4375,"nat.",,,,,,,16,,
"sp48","JP48","family48","order48",503255,33.79166667,132.6875,"nat.",,,,,3,6,158,14,
"sp48","JP48","family48","order48",503256,33.79166667,132.8125,"nat.",,,,,3,1,42,,
"sp48","JP48","family48","order48",503257,33.79166667,132.9375,"nat.",,,,,,,15,,
"sp48","JP48","family48","order48",503266,33.875,132.8125,"nat.",,,,,4,,,,
"sp48","JP48","family48","order48",503276,33.95833333,132.8125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",503302,33.375,133.3125,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",503313,33.45833333,133.4375,"nat.",,,,,,18,36,,
"sp48","JP48","family48","order48",503323,33.54166667,133.4375,"nat.",,,,,,118,260,,
"sp48","JP48","family48","order48",503325,33.54166667,133.6875,"nat.",,,,,,1,,2,
"sp48","JP48","family48","order48",503361,33.875,133.1875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",503370,33.95833333,133.0625,"nat.",,,,,1,,3,1,
"sp48","JP48","family48","order48",503371,33.95833333,133.1875,"nat.",,,,,1,11,17,14,
"sp48","JP48","family48","order48",503373,33.95833333,133.4375,"nat.",,,,,,1,1,,
"sp48","JP48","family48","order48",503376,33.95833333,133.8125,"nat.",,,,,,,2,,
"sp48","JP48","family48","order48",503444,33.70833333,134.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",503451,33.79166667,134.1875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",503472,33.95833333,134.3125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",503533,33.625,135.4375,"nat.",,,,,4,,,,
"sp48","JP48","family48","order48",503543,33.70833333,135.4375,"nat.",,,,,2,5,,,
"sp48","JP48","family48","order48",503561,33.875,135.1875,"nat.",,,,,5,1,,,
"sp48","JP48","family48","order48",503640,33.70833333,136.0625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",503650,33.79166667,136.0625,"nat.",,,,,,,1,,
"sp48","JP48","family48","order48",513007,34.04166667,130.9375,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513100,34.04166667,131.0625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513101,34.04166667,131.1875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513113,34.125,131.4375,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",513122,34.20833333,131.3125,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",513125,34.20833333,131.6875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513143,34.375,131.4375,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513175,34.625,131.6875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513176,34.625,131.8125,"nat.",,,,,1,36,,,
"sp48","JP48","family48","order48",513211,34.125,132.1875,"nat.",,,,,,,1,1,
"sp48","JP48","family48","order48",513224,34.20833333,132.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513234,34.29166667,132.5625,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",513235,34.29166667,132.6875,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",513243,34.375,132.4375,"nat.",,,,,,,,1,
"sp48","JP48","family48","order48",513245,34.375,132.6875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513253,34.45833333,132.4375,"nat.",,,,,4,3,18,,
"sp48","JP48","family48","order48",513254,34.45833333,132.5625,"nat.",,,,,2,2,15,,
"sp48","JP48","family48","order48",513255,34.45833333,132.6875,"nat.",,,,,,,,5,
"sp48","JP48","family48","order48",513262,34.54166667,132.3125,"nat.",,,,,,1,5,,
"sp48","JP48","family48","order48",513263,34.54166667,132.4375,"nat.",,,,,,1,26,,
"sp48","JP48","family48","order48",513265,34.54166667,132.6875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513272,34.625,132.3125,"nat.",,,,,,,5,,
"sp48","JP48","family48","order48",513275,34.625,132.6875,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",513300,34.04166667,133.0625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513306,34.04166667,133.8125,"nat.",,,,,,,12,,
"sp48","JP48","family48","order48",513307,34.04166667,133.9375,"nat.",,,,,,,36,,
"sp48","JP48","family48","order48",513315,34.125,133.6875,"nat.",,,,,1,4,,,
"sp48","JP48","family48","order48",513325,34.20833333,133.6875,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",513326,34.20833333,133.8125,"nat.",,,,,4,,,,
"sp48","JP48","family48","order48",513327,34.20833333,133.9375,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",513336,34.29166667,133.8125,"nat.",,,,,3,,,,
"sp48","JP48","family48","order48",513347,34.375,133.9375,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513362,34.54166667,133.3125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513365,34.54166667,133.6875,"nat.",,,,,,,4,,
"sp48","JP48","family48","order48",513375,34.625,133.6875,"nat.",,,,,,,68,,
"sp48","JP48","family48","order48",513377,34.625,133.9375,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",513400,34.04166667,134.0625,"nat.",,,,,,,40,,
"sp48","JP48","family48","order48",513401,34.04166667,134.1875,"nat.",,,,,,1,40,,
"sp48","JP48","family48","order48",513402,34.04166667,134.3125,"nat.",,,,,,,68,,
"sp48","JP48","family48","order48",513403,34.04166667,134.4375,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513404,34.04166667,134.5625,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",513412,34.125,134.3125,"nat.",,,,,1,,4,,
"sp48","JP48","family48","order48",513413,34.125,134.4375,"nat.",,,,,2,,16,,
"sp48","JP48","family48","order48",513414,34.125,134.5625,"nat.",,,,,,,8,,
"sp48","JP48","family48","order48",513422,34.20833333,134.3125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513431,34.29166667,134.1875,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",513470,34.625,134.0625,"nat.",,,,,,2,,,
"sp48","JP48","family48","order48",513521,34.20833333,135.1875,"nat.",,,,,1,,12,,
"sp48","JP48","family48","order48",513522,34.20833333,135.3125,"nat.",,,,,,,64,,
"sp48","JP48","family48","order48",513532,34.29166667,135.3125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513533,34.29166667,135.4375,"nat.",,,,,3,,,,
"sp48","JP48","family48","order48",513534,34.29166667,135.5625,"nat.",,,,,6,1,100,,
"sp48","JP48","family48","order48",513542,34.375,135.3125,"nat.",,,,,2,2,5,,
"sp48","JP48","family48","order48",513553,34.45833333,135.4375,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513554,34.45833333,135.5625,"nat.",,,,,2,1,2,,
"sp48","JP48","family48","order48",513556,34.45833333,135.8125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513564,34.54166667,135.5625,"nat.",,,,,,28,,,
"sp48","JP48","family48","order48",513565,34.54166667,135.6875,"nat.",,,,,3,,,,
"sp48","JP48","family48","order48",513573,34.625,135.4375,"nat.",,,,,,,,1,
"sp48","JP48","family48","order48",513574,34.625,135.5625,"nat.",,,,,,23,,,
"sp48","JP48","family48","order48",513575,34.625,135.6875,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",513576,34.625,135.8125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513611,34.125,136.1875,"nat.",,,,,1,,1,,
"sp48","JP48","family48","order48",513622,34.20833333,136.3125,"nat.",,,2,,,,1,,1
"sp48","JP48","family48","order48",513644,34.375,136.5625,"nat.",,,,,,5,,,
"sp48","JP48","family48","order48",513652,34.45833333,136.3125,"nat.",,,,,1,1,,,
"sp48","JP48","family48","order48",513654,34.45833333,136.5625,"nat.",,,,,2,,1,,
"sp48","JP48","family48","order48",513655,34.45833333,136.6875,"nat.",,,,,5,73,33,,
"sp48","JP48","family48","order48",513656,34.45833333,136.8125,"nat.",,,,,,,1,,
"sp48","JP48","family48","order48",513661,34.54166667,136.1875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",513664,34.54166667,136.5625,"nat.",,,,,2,,15,2,
"sp48","JP48","family48","order48",513665,34.54166667,136.6875,"nat.",,,,,1,6,1,,
"sp48","JP48","family48","order48",513670,34.625,136.0625,"nat.",,,,,,,1,,
"sp48","JP48","family48","order48",513673,34.625,136.4375,"nat.",,,,,,,1,,
"sp48","JP48","family48","order48",513674,34.625,136.5625,"nat.",,,,,,,3,,
"sp48","JP48","family48","order48",513771,34.625,137.1875,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",523106,34.70833333,131.8125,"nat.",,,,,1,8,,,
"sp48","JP48","family48","order48",523217,34.79166667,132.9375,"nat.",,,,,3,,,,
"sp48","JP48","family48","order48",523226,34.875,132.8125,"nat.",,,,,,,2,,
"sp48","JP48","family48","order48",523305,34.70833333,133.6875,"nat.",,,,,,,72,,
"sp48","JP48","family48","order48",523307,34.70833333,133.9375,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",523314,34.79166667,133.5625,"nat.",,,,,1,1,,,
"sp48","JP48","family48","order48",523344,35.04166667,133.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523345,35.04166667,133.6875,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",523347,35.04166667,133.9375,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523354,35.125,133.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523355,35.125,133.6875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523400,34.70833333,134.0625,"nat.",,,,,,15,2,,
"sp48","JP48","family48","order48",523402,34.70833333,134.3125,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",523406,34.70833333,134.8125,"nat.",,,,,,2,,,
"sp48","JP48","family48","order48",523407,34.70833333,134.9375,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",523411,34.79166667,134.1875,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",523412,34.79166667,134.3125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523414,34.79166667,134.5625,"nat.",,,,,1,24,27,,
"sp48","JP48","family48","order48",523416,34.79166667,134.8125,"nat.",,,,,,8,,,
"sp48","JP48","family48","order48",523420,34.875,134.0625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523424,34.875,134.5625,"nat.",,,,,,18,15,,
"sp48","JP48","family48","order48",523427,34.875,134.9375,"nat.",,,,,1,6,,,
"sp48","JP48","family48","order48",523434,34.95833333,134.5625,"nat.",,,,,,24,,,
"sp48","JP48","family48","order48",523437,34.95833333,134.9375,"nat.",,,,,,8,,,
"sp48","JP48","family48","order48",523512,34.79166667,135.3125,"nat.",,,,,4,,,,
"sp48","JP48","family48","order48",523513,34.79166667,135.4375,"nat.",,,,,2,2,,,
"sp48","JP48","family48","order48",523514,34.79166667,135.5625,"nat.",,,,,,10,,,
"sp48","JP48","family48","order48",523516,34.79166667,135.8125,"nat.",,,,,2,10,,,
"sp48","JP48","family48","order48",523521,34.875,135.1875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523522,34.875,135.3125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523525,34.875,135.6875,"nat.",,,,,1,50,,,
"sp48","JP48","family48","order48",523526,34.875,135.8125,"nat.",,,,,2,30,,,
"sp48","JP48","family48","order48",523535,34.95833333,135.6875,"nat.",,,,,3,1,,,
"sp48","JP48","family48","order48",523537,34.95833333,135.9375,"nat.",,,,,3,,,,
"sp48","JP48","family48","order48",523544,35.04166667,135.5625,"nat.",,,,,5,,,,
"sp48","JP48","family48","order48",523545,35.04166667,135.6875,"nat.",,,,,5,45,,,
"sp48","JP48","family48","order48",523546,35.04166667,135.8125,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",523547,35.04166667,135.9375,"nat.",,,,,5,,,,
"sp48","JP48","family48","order48",523550,35.125,135.0625,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",523557,35.125,135.9375,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523567,35.20833333,135.9375,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523571,35.29166667,135.1875,"nat.",,,,,,,4,,
"sp48","JP48","family48","order48",523575,35.29166667,135.6875,"nat.",,,,1,,,,,
"sp48","JP48","family48","order48",523601,34.70833333,136.1875,"nat.",,,,,,,1,,
"sp48","JP48","family48","order48",523604,34.70833333,136.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523611,34.79166667,136.1875,"nat.",,,,,5,,1,,
"sp48","JP48","family48","order48",523613,34.79166667,136.4375,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",523614,34.79166667,136.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523617,34.79166667,136.9375,"nat.",,,,,,5,,,
"sp48","JP48","family48","order48",523623,34.875,136.4375,"nat.",,,,,1,1,1,,
"sp48","JP48","family48","order48",523624,34.875,136.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523627,34.875,136.9375,"nat.",,,,,,,1,1,
"sp48","JP48","family48","order48",523633,34.95833333,136.4375,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",523634,34.95833333,136.5625,"nat.",,,,,1,3,1,,
"sp48","JP48","family48","order48",523635,34.95833333,136.6875,"nat.",,,,,,,1,1,
"sp48","JP48","family48","order48",523637,34.95833333,136.9375,"nat.",,,,,,,3,3,
"sp48","JP48","family48","order48",523644,35.04166667,136.5625,"nat.",,,,,6,1,,18,
"sp48","JP48","family48","order48",523645,35.04166667,136.6875,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",523647,35.04166667,136.9375,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",523651,35.125,136.1875,"nat.",,,,,,6,24,40,
"sp48","JP48","family48","order48",523654,35.125,136.5625,"nat.",,,,,1,,1,,
"sp48","JP48","family48","order48",523664,35.20833333,136.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523665,35.20833333,136.6875,"nat.",,,,,,,4,,
"sp48","JP48","family48","order48",523667,35.20833333,136.9375,"nat.",,,,,14,22,,,
"sp48","JP48","family48","order48",523672,35.29166667,136.3125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523674,35.29166667,136.5625,"nat.",,,,,1,,6,,
"sp48","JP48","family48","order48",523675,35.29166667,136.6875,"nat.",,,,,1,,2,,
"sp48","JP48","family48","order48",523677,35.29166667,136.9375,"nat.",,,,,4,,1,,
"sp48","JP48","family48","order48",523703,34.70833333,137.4375,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",523705,34.70833333,137.6875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523706,34.70833333,137.8125,"nat.",,,,,3,,,,
"sp48","JP48","family48","order48",523712,34.79166667,137.3125,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",523713,34.79166667,137.4375,"nat.",,,,,,,6,,
"sp48","JP48","family48","order48",523716,34.79166667,137.8125,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",523717,34.79166667,137.9375,"nat.",,,,,3,,,,
"sp48","JP48","family48","order48",523722,34.875,137.3125,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",523723,34.875,137.4375,"nat.",,,,,1,,44,,
"sp48","JP48","family48","order48",523724,34.875,137.5625,"nat.",,,,,4,,,,
"sp48","JP48","family48","order48",523726,34.875,137.8125,"nat.",,,,,,,5,,
"sp48","JP48","family48","order48",523731,34.95833333,137.1875,"nat.",,,,,7,,,,
"sp48","JP48","family48","order48",523750,35.125,137.0625,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",523760,35.20833333,137.0625,"nat.",,,,,5,42,,,
"sp48","JP48","family48","order48",523770,35.29166667,137.0625,"nat.",,,,,9,18,,,
"sp48","JP48","family48","order48",523776,35.29166667,137.8125,"nat.",,,,,,1,74,,
"sp48","JP48","family48","order48",523817,34.79166667,138.9375,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523821,34.875,138.1875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",523832,34.95833333,138.3125,"nat.",,,,,2,1,,,
"sp48","JP48","family48","order48",523833,34.95833333,138.4375,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",523843,35.04166667,138.4375,"nat.",,,,,6,,,,
"sp48","JP48","family48","order48",523847,35.04166667,138.9375,"nat.",,,,,2,,,,
"sp48","JP48","family48","order48",523855,35.125,138.6875,"nat.",,,,,1,,11,10,
"sp48","JP48","family48","order48",523867,35.20833333,138.9375,"nat.",,,,,,3,,,
"sp48","JP48","family48","order48",523873,35.29166667,138.4375,"nat.",,,,,,,3,,
"sp48","JP48","family48","order48",523970,35.29166667,139.0625,"nat.",,,,,1,,2,,
"sp48","JP48","family48","order48",523971,35.29166667,139.1875,"nat.",,,,,11,5,12,,
"sp48","JP48","family48","order48",523972,35.29166667,139.3125,"nat.",,,,,4,,,,
"sp48","JP48","family48","order48",523974,35.29166667,139.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",533311,35.45833333,133.1875,"nat.",,,,,,,,2,
"sp48","JP48","family48","order48",533312,35.45833333,133.3125,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",533313,35.45833333,133.4375,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",533316,35.45833333,133.8125,"nat.",,,,,,2,,,
"sp48","JP48","family48","order48",533325,35.54166667,133.6875,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",533410,35.45833333,134.0625,"nat.",,,,,2,1,,,
"sp48","JP48","family48","order48",533420,35.54166667,134.0625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",533500,35.375,135.0625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",533501,35.375,135.1875,"nat.",,,,,,,9,,
"sp48","JP48","family48","order48",533511,35.45833333,135.1875,"nat.",,,,,,,5,,
"sp48","JP48","family48","order48",533512,35.45833333,135.3125,"nat.",,,,,3,,,,
"sp48","JP48","family48","order48",533522,35.54166667,135.3125,"nat.",,,,,,,1,,
"sp48","JP48","family48","order48",533604,35.375,136.5625,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",533605,35.375,136.6875,"nat.",,,,,2,1,1,,
"sp48","JP48","family48","order48",533606,35.375,136.8125,"nat.",,,,,11,,9,,
"sp48","JP48","family48","order48",533607,35.375,136.9375,"nat.",,,,,,4,8,,
"sp48","JP48","family48","order48",533611,35.45833333,136.1875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",533614,35.45833333,136.5625,"nat.",,,,,4,,2,,
"sp48","JP48","family48","order48",533615,35.45833333,136.6875,"nat.",,,,,3,,2,,
"sp48","JP48","family48","order48",533616,35.45833333,136.8125,"nat.",,,,,2,2,,,
"sp48","JP48","family48","order48",533617,35.45833333,136.9375,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",533630,35.625,136.0625,"nat.",,,,,,,1,,
"sp48","JP48","family48","order48",533643,35.70833333,136.4375,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",533645,35.70833333,136.6875,"nat.",,,,,,2,,,
"sp48","JP48","family48","order48",533661,35.875,136.1875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",533667,35.875,136.9375,"nat.",,,,,,1,,,
"sp48","JP48","family48","order48",533700,35.375,137.0625,"nat.",,,,,6,,,,
"sp48","JP48","family48","order48",533701,35.375,137.1875,"nat.",,,,,1,24,,,
"sp48","JP48","family48","order48",533702,35.375,137.3125,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",533706,35.375,137.8125,"nat.",,,,,,,33,,
"sp48","JP48","family48","order48",533710,35.45833333,137.0625,"nat.",,,,,15,1,6,,
"sp48","JP48","family48","order48",533711,35.45833333,137.1875,"nat.",,,,,1,,,,
"sp48","JP48","family48","order48",533716,35.45833333,137.8125,"nat.",,,,,,1,94,,
